,Lot_Area,1st_Flr_SF,2nd_Flr_SF,Garage_Area,total_sq
0,9.511703431483827,6.586171654854675,6.625392368007956,6.163314804034641,7.577633832602728
1,9.34940642009918,6.816735880594968,7.097548850614793,6.326149473155099,7.893945138235959
2,8.977398978181862,6.963189985870238,0.0,5.5053315359323625,7.172424577124845
3,9.190341725469493,6.612041034833092,6.551080335043404,5.991464547107982,7.519692404116539
4,9.563458999712138,6.7226297948554485,6.419994928147142,6.182084906716632,7.564757012905729
5,9.71063069382679,7.543273346705446,0.0,6.359573868672378,7.81035268372429
6,8.209308411646937,6.977281341630747,0.0,6.263398262591624,7.3758821482150125
7,9.405907155520158,7.080026499922591,0.0,6.274762021241939,7.449498005382849
8,9.666688690398917,6.828712071641684,0.0,6.040254711277414,7.203405521083095
9,9.359277484750553,6.946975992135418,6.946975992135418,6.222576268071369,7.857093864902493
10,7.426549072397305,6.180016653652572,6.222576268071369,5.575949103146316,7.1316985104669115
11,8.921057018157429,7.0967213784947605,0.0,6.448889394146858,7.517520850603031
12,10.181119289134408,7.160845906664299,6.590301048196686,6.3561076606958915,7.860185057472165
13,7.8804263442924,6.8690144506657065,6.4692503167957724,6.173786103901937,7.643482907077201
14,9.172326929777967,7.215975002651466,0.0,6.413458957167357,7.58629630715272
15,9.221675881639928,7.265429723253953,0.0,6.436150368369428,7.627544390488503
16,8.427487278331744,6.436150368369428,6.579251212010101,6.240275845170769,7.526717561352706
17,9.084323531392696,7.02197642307216,0.0,6.173786103901937,7.3783837129967145
18,9.011523512653032,7.158513997329321,0.0,6.269096283706261,7.502738210754851
19,9.064157861798101,6.638567789166521,6.663132695990803,6.419994928147142,7.6783263565068856
20,9.07383312732152,6.795705775173514,0.0,6.1092475827643655,7.203405521083095
21,8.641885635373555,7.413970290190444,0.0,6.212606095751519,7.67693714581808
22,9.46242117318499,7.097548850614793,6.950814768442584,6.354370040797351,7.947325027016463
23,8.984693690443855,7.079184394609668,0.0,6.040254711277414,7.382124365737512
24,10.453053004618049,6.962243464266207,0.0,6.349138991379798,7.395107546562485
25,9.266058860732526,7.2813856635702825,0.0,6.272877006546167,7.592366128519796
26,9.041921720351219,6.795705775173514,0.0,5.817111159963204,7.114769448366463
27,9.367344120785848,7.142827401161621,6.511745329644728,5.480638923341991,7.686162303492906
28,9.017968479328726,6.9411900550683745,6.863803391452954,0.0,7.596392304064196
29,8.99516499031115,6.51025834052315,5.529429087511423,6.3561076606958915,7.313220387090301
30,9.169518377455928,7.8336002236611035,0.0,6.295266001439646,8.028129059431759
31,9.344434106456882,6.674561391814426,6.586171654854675,5.991464547107982,7.558516743045645
32,9.164191715950203,7.309212365692763,0.0,6.175867270105761,7.5883236773352225
33,9.301094735244646,6.854354502255021,0.0,6.016157159698354,7.213768308118642
34,9.272093768251665,7.4489161025442,0.0,6.716594773520978,7.841492924460013
35,9.104979856318357,7.040536390215956,0.0,5.950642552587727,7.330405211844402
36,7.887959336599945,6.829793737512425,6.309918278226516,5.817111159963204,7.501634457883413
37,9.371693622333941,7.519692404116539,0.0,6.302618975744905,7.779048644925556
38,9.169518377455928,7.124478262493424,0.0,6.269096283706261,7.478734825567875
39,9.03931477492408,6.897704943128636,0.0,5.950642552587727,7.2254814727822945
40,9.204020443231363,7.135687347028144,0.0,5.62040086571715,7.3343293503005365
41,9.53899642739739,7.638198244285779,0.0,6.745236349484363,7.98139158158007
42,9.116139576577355,7.01211529430638,0.0,6.400257445308821,7.445417556701687
43,9.405084448768694,6.956545443151569,6.61338421837956,5.863631175598097,7.671826797878781
44,9.323669057283185,6.946975992135418,0.0,5.950642552587727,7.261225091971921
45,9.17678358844734,6.890609120147166,6.7912214627261855,6.666956792429207,7.88570539124302
46,9.30546871706776,6.891625897052253,6.429719478039138,6.492239835020471,7.724888439323074
47,8.881836305004146,6.7464121285733745,6.478509642208569,5.598421958998375,7.4798641311650265
48,9.20230820027892,6.968850378341948,0.0,5.634789603169249,7.202661196523238
49,7.803026643632217,6.638567789166521,6.759255270663693,6.161207321695077,7.649692623711514
50,8.005700678662542,6.643789733147672,6.628041376179533,6.0867747269123065,7.582738488914411
51,8.962391701743002,7.191429330036379,6.481577129276431,6.3561076606958915,7.846589975291186
52,9.722684841711443,7.238496840894365,7.238496840894365,6.335054251498059,8.116118431609365
53,7.297091005160418,6.302618975744905,6.302618975744905,0.0,6.9957661563048505
54,9.227197489042606,7.362010551259734,0.0,5.991464547107982,7.5883236773352225
55,9.144627828610801,6.4967749901858625,6.535241271013659,5.700443573390687,7.409136443920128
56,7.841492924460013,6.396929655216146,6.396929655216146,6.173786103901937,7.426549072397305
57,9.199077179697472,6.841615476477592,0.0,5.480638923341991,7.069874128458572
58,8.979920411691197,6.946975992135418,0.0,5.680172609017068,7.195187320178709
59,9.618335609937972,6.82001636467413,6.579251212010101,5.955837369464831,7.611842399580417
60,9.372799299673886,7.059617628291383,7.00850518208228,6.508769136971682,7.9865049385539955
61,9.104979856318357,7.076653815443951,7.262628600974241,6.309918278226516,8.058327306580958
62,9.90658275744343,7.301822342137932,0.0,6.536691597591305,7.6838639802564295
63,8.896724917497897,6.866933284461882,6.659293919683638,5.41610040220442,7.583247524303362
64,9.07680897935166,7.231287004327616,0.0,5.857933154483459,7.4570320891223805
65,9.036225051729327,7.02108396428914,0.0,0.0,7.02108396428914
66,8.294049640102028,6.340359303727752,6.274762021241939,5.375278407684165,7.1808311990445555
67,8.12058871174027,6.883462586413092,6.595780513961311,5.940171252720432,7.643961949002529
68,9.51892740510786,7.496652438168283,0.0,6.736966958001855,7.8804263442924
69,8.0106915391303,7.317212408359839,0.0,6.0867747269123065,7.57353126274595
70,9.769098649497476,7.318539548567902,0.0,6.349138991379798,7.640123172695364
71,10.074495349429808,7.616775808698373,0.0,6.666956792429207,7.943782692458625
72,9.094929520464856,7.085064293952548,0.0,6.289715570908998,7.457609289715606
73,7.8328075165248645,6.877296071497429,6.6052979209482015,5.940171252720432,7.644440761556566
74,9.069698042173716,7.38770923908104,0.0,6.726233402358747,7.803843303538772
75,8.74687531957003,6.643789733147672,0.0,6.0867747269123065,7.0967213784947605
