,quantity,price_usd,weight_lb,plu_code,product,date,city
0,193,0.8096454763552174,6.149797384766862,3302,Apricot,an 23,Atlanta
1,231,0.6446739233913832,7.035970438458026,3302,Apricot,an 23,Atlanta
2,404,2.1896650329115803,12.559465241525324,3302,Apricot,an 23,Atlanta
3,414,3.190853688993957,15.811432520626115,3302,Apricot,an 23,Atlanta
4,169,1.4888866979861632,6.572202087100596,3302,Apricot,an 23,Atlanta
5,150,1.8759323073434644,15.187722640484573,3302,Apricot,an 23,Atlanta
6,103,2.883879825950135,12.455642761429774,3302,Apricot,an 23,Atlanta
7,346,1.9439297745819206,7.888167917868123,4011,Banana,an 23,Atlanta
8,221,0.5882190867094323,7.507657476328314,4011,Banana,an 23,Atlanta
9,143,3.117450254922733,19.947275040159003,4011,Banana,an 23,Atlanta
10,298,2.5536336088087412,11.999442456429826,4011,Banana,an 23,Atlanta
11,200,1.0517680990858935,14.426367939310149,4011,Banana,an 23,Atlanta
12,394,2.942939351848327,15.360485608223827,4011,Banana,an 23,Atlanta
13,224,0.8277965980349109,19.81334001594223,4011,Banana,an 23,Atlanta
14,404,2.752143313304987,18.570860404800626,4011,Banana,an 23,Atlanta
15,187,1.1664683946408332,8.750859952019528,4011,Banana,an 23,Atlanta
16,272,2.3659793600207197,20.726153368037195,4011,Banana,an 23,Atlanta
17,285,2.378066097106785,5.048735148040578,4011,Banana,an 23,Atlanta
18,460,1.7746257643564605,12.978991919336842,4011,Banana,an 23,Atlanta
19,386,2.780610523547512,19.53234487399459,4011,Banana,an 23,Atlanta
20,166,1.4645246921107173,15.768840109743179,4012,Orange,an 23,Atlanta
21,486,3.0909819334163333,7.1073139636777345,4012,Orange,an 23,Atlanta
22,466,1.1246612336370163,7.332545307138935,4012,Orange,an 23,Atlanta
23,220,1.8382070494815708,14.463018875848503,4012,Orange,an 23,Atlanta
24,149,2.670696302969009,12.513425382366405,4012,Orange,an 23,Atlanta
25,159,1.973460982332472,19.86233953894116,4012,Orange,an 23,Atlanta
26,191,2.1694254505680877,8.905775732314215,4012,Orange,an 23,Atlanta
27,424,1.0198455275502056,16.55808863635175,4012,Orange,an 23,Atlanta
28,269,2.467106137436349,16.48709232141264,4012,Orange,an 23,Atlanta
29,208,2.523973741696682,12.50055189137347,4012,Orange,an 23,Atlanta
30,146,2.9598158641136254,21.80678089950234,4012,Orange,an 23,Atlanta
31,215,0.6229012828087435,10.830255830194801,4012,Orange,an 23,Atlanta
32,391,2.825521903706249,16.05000381805003,4012,Orange,an 23,Atlanta
33,240,3.143973793264013,8.424796338472516,4012,Orange,an 23,Atlanta
34,339,2.665039316529874,7.349203452887014,4012,Orange,an 23,Atlanta
35,228,1.2507524309447036,21.712674378743397,4012,Orange,an 23,Atlanta
36,179,1.6902160453726538,13.23059109360911,4012,Orange,an 23,Atlanta
