,quantity,price_usd,weight_lb,plu_code,product,date,city
0,142.0,0.8870423903106712,15.653567541297527,3302,Apricot,an 23,Boston
1,387.0,2.688689432584215,2.845926580531523,3302,Apricot,an 23,Boston
2,287.0,2.7632506197085607,7.9316490166820595,3302,Apricot,an 23,Boston
3,271.0,3.149883099726867,14.891183850029485,3302,Apricot,an 23,Boston
4,206.0,2.0982970809680412,12.612725987471642,3302,Apricot,an 23,Boston
5,479.0,0.5631209696992301,7.245744719309733,4011,Banana,an 23,Boston
6,397.0,1.1971110174315982,20.30670797917992,4011,Banana,an 23,Boston
7,147.0,1.0096198701765389,6.864731455361471,4011,Banana,an 23,Boston
8,483.0,1.815308425470721,15.546594698168338,4011,Banana,an 23,Boston
9,204.0,3.1685653039137835,18.385967343766243,4011,Banana,an 23,Boston
10,233.0,1.5345070918090642,15.275301076890901,4012,Orange,an 23,Boston
11,437.0,0.8661178593873047,4.630472535826266,4012,Orange,an 23,Boston
12,280.0,2.7907574682147245,15.774987759208308,4012,Orange,an 23,Boston
13,129.0,1.7909880419145339,9.221667600423098,4012,Orange,an 23,Boston
14,398.0,0.8601981636718847,4.023552704090253,4012,Orange,an 23,Boston
15,440.0,2.9988600992481227,5.103261762112379,4030,Kiwi,an 23,Boston
16,289.0,1.8347515505272896,10.940169818606229,4030,Kiwi,an 23,Boston
17,383.0,1.4614562385948375,15.324560362193735,4030,Kiwi,an 23,Boston
18,277.0,1.6535287382546813,10.751655487483369,4030,Kiwi,an 23,Boston
19,418.0,2.0986580232973213,13.762818072084338,4030,Kiwi,an 23,Boston
20,145.0,1.7109210580354557,18.392912374576554,4030,Kiwi,an 23,Boston
21,174.0,2.3159074647235687,3.7519158878829333,4030,Kiwi,an 23,Boston
22,188.0,2.023589947447181,4.908715613558889,4030,Kiwi,an 23,Boston
23,371.0,2.275397748872638,7.249639899935574,4030,Kiwi,an 23,Boston
24,425.0,2.7294347544782798,13.257016052119434,4062,Cucumber,an 23,Boston
25,247.0,2.376950382557698,21.36792877665721,4062,Cucumber,an 23,Boston
26,138.0,1.5365098882000894,6.6490133490413434,4062,Cucumber,an 23,Boston
27,157.0,2.8374526368104855,17.131081299297513,4062,Cucumber,an 23,Boston
28,295.0,1.7933443277259358,13.381089213630185,4062,Cucumber,an 23,Boston
29,429.0,3.0828473631525415,17.992367716366427,4062,Cucumber,an 23,Boston
30,379.0,0.9967058025766165,14.540495155472309,4078,Corn,an 23,Boston
31,450.0,3.0612008355208675,4.023629009583965,4078,Corn,an 23,Boston
32,179.0,1.190971761837136,19.958390798699114,4078,Corn,an 23,Boston
33,267.0,3.103498946654145,7.803326212661341,4078,Corn,an 23,Boston
34,318.0,0.6255195101955906,3.19722527647391,4078,Corn,an 23,Boston
35,366.0,2.4148927268804985,20.422030769474805,4078,Corn,an 23,Boston
36,239.0,0.6029085716698319,3.0899839396122846,4081,Eggplant,an 23,Boston
37,363.0,2.9402585321920927,8.640459064301105,4081,Eggplant,an 23,Boston
38,178.0,3.275312744441908,15.434299994027244,4081,Eggplant,an 23,Boston
39,371.0,1.6324987345840782,17.00387267903425,4131,Apple (Fuji),an 23,Boston
40,235.0,0.6067879272857681,8.832909185951577,4131,Apple (Fuji),an 23,Boston
41,258.0,1.9622013247688304,19.81991513660178,4131,Apple (Fuji),an 23,Boston
42,346.0,1.6495272528962233,7.002791088400409,4131,Apple (Fuji),an 23,Boston
43,163.0,3.0645184537395838,5.0015100458636885,4131,Apple (Fuji),an 23,Boston
44,439.0,3.0497769290348518,14.017735488852487,4131,Apple (Fuji),an 23,Boston
45,438.0,2.5950342507683675,13.49668771699071,4131,Apple (Fuji),an 23,Boston
46,495.0,0.683198811148759,15.001879656268285,4131,Apple (Fuji),an 23,Boston
47,275.0,1.523437243315857,19.168606460187586,4131,Apple (Fuji),an 23,Boston
48,321.0,1.5947814885992557,5.331818659603596,4134,Apple (Gala),an 23,Boston
49,367.0,1.9184511468745769,7.234595141466707,4134,Apple (Gala),an 23,Boston
50,355.0,0.8770549481385388,11.15974305807613,4134,Apple (Gala),an 23,Boston
51,384.0,1.0688372165430338,19.026092733675615,4134,Apple (Gala),an 23,Boston
52,122.0,2.9468061796622353,19.390141020994633,4159,Onion,an 23,Boston
53,102.0,3.245514923601877,19.04180147717707,4159,Onion,an 23,Boston
54,490.0,1.8748803952010349,9.96029238314368,4159,Onion,an 23,Boston
55,393.0,1.6072333465097473,5.489661211054773,4159,Onion,an 23,Boston
56,142.0,0.6635752892005258,20.969975587073716,4159,Onion,an 23,Boston
57,399.0,1.2729362755315379,2.6072016579099,4159,Onion,an 23,Boston
58,495.0,1.526680247928016,7.087279322883115,4159,Onion,an 23,Boston
59,431.0,0.7981601249892265,18.45863575492986,4159,Onion,an 23,Boston
