,quantity,price_usd,weight_lb,plu_code,product,date,city
0,450.0,2.893396081007086,15.84895043638535,3302,Apricot,an 23,Chicago
1,295.0,1.3813767179497518,20.972780694486573,3302,Apricot,an 23,Chicago
2,138.0,3.134372528304812,14.406633670721204,3302,Apricot,an 23,Chicago
3,405.0,1.9840130310156385,17.937579048797488,3302,Apricot,an 23,Chicago
4,274.0,2.684766042698175,19.748675305163488,3302,Apricot,an 23,Chicago
5,327.0,3.0961620060377757,3.9026483181398364,3302,Apricot,an 23,Chicago
6,476.0,0.9498071753303521,17.998655511252583,4011,Banana,an 23,Chicago
7,384.0,0.7139791065827013,4.869978506397456,4011,Banana,an 23,Chicago
8,106.0,2.239909256878309,8.99335216335021,4011,Banana,an 23,Chicago
9,261.0,2.897666871210095,14.954982014931739,4011,Banana,an 23,Chicago
10,252.0,1.998386501753703,13.300911229941995,4012,Orange,an 23,Chicago
11,197.0,1.1719742867979221,6.438386251032353,4012,Orange,an 23,Chicago
12,471.0,2.640909863181878,9.708211938431488,4012,Orange,an 23,Chicago
13,283.0,1.6396679981960915,9.113280915888026,4012,Orange,an 23,Chicago
14,356.0,2.8262838419876064,5.108503214688972,4012,Orange,an 23,Chicago
15,111.0,1.993499746557791,14.193581909406932,4030,Kiwi,an 23,Chicago
16,358.0,1.8454771668300964,14.898713420936838,4030,Kiwi,an 23,Chicago
17,196.0,0.9033149320282974,8.667881009960547,4030,Kiwi,an 23,Chicago
18,145.0,2.317013428383507,4.462723680818454,4030,Kiwi,an 23,Chicago
19,139.0,3.290582776430529,18.094770085392522,4030,Kiwi,an 23,Chicago
20,320.0,2.504665708297398,11.050375111261383,4030,Kiwi,an 23,Chicago
21,122.0,3.2773056324338543,21.563119243783877,4062,Cucumber,an 23,Chicago
22,151.0,0.5536963738966734,19.088863941514866,4062,Cucumber,an 23,Chicago
23,248.0,2.58408199432306,17.87454120046459,4062,Cucumber,an 23,Chicago
24,499.0,2.203091396437958,11.588201650744304,4062,Cucumber,an 23,Chicago
25,251.0,1.0207690646173433,6.39558547064662,4062,Cucumber,an 23,Chicago
26,452.0,1.840236488741357,4.201653437502682,4062,Cucumber,an 23,Chicago
27,151.0,2.2653509536292407,21.25868285316974,4078,Corn,an 23,Chicago
28,325.0,2.9650139300036247,6.04710001423955,4078,Corn,an 23,Chicago
29,149.0,3.0390274474164474,19.327600283222274,4078,Corn,an 23,Chicago
30,389.0,1.253739230928477,6.329357907921076,4078,Corn,an 23,Chicago
31,381.0,1.9412947890348735,19.788084681611508,4078,Corn,an 23,Chicago
32,153.0,0.7838164876564406,15.188167537655682,4078,Corn,an 23,Chicago
