,quantity,price_usd,weight_lb,plu_code,product,date,city
0,218,1.3949679540353828,12.902229961846025,3302,Apricot,an 23,Los Angeles
1,498,0.934303480561357,3.591041004424915,3302,Apricot,an 23,Los Angeles
2,466,1.6898323531029746,11.238440220989288,3302,Apricot,an 23,Los Angeles
3,166,0.81817535108421,18.855599333439024,3302,Apricot,an 23,Los Angeles
4,431,3.0791361333802345,12.701400328800084,3302,Apricot,an 23,Los Angeles
5,294,1.8147022024029866,3.8776655850932005,3302,Apricot,an 23,Los Angeles
6,326,2.1963661565212536,14.09684719638899,3302,Apricot,an 23,Los Angeles
7,438,0.7982112856232562,13.509318724134937,3302,Apricot,an 23,Los Angeles
8,162,1.786294231901411,2.8220885267015547,3302,Apricot,an 23,Los Angeles
9,499,2.9533940024091865,3.655674394546077,4011,Banana,an 23,Los Angeles
10,235,2.9503862965037118,14.62081129765138,4011,Banana,an 23,Los Angeles
11,253,2.3030494552920575,11.639485327433796,4011,Banana,an 23,Los Angeles
12,397,2.232545061921701,19.216817190358416,4011,Banana,an 23,Los Angeles
13,195,2.307606901403051,11.780317779118196,4011,Banana,an 23,Los Angeles
14,387,1.0413534374791198,17.311866504419598,4011,Banana,an 23,Los Angeles
15,379,2.316610915597994,9.060496521461756,4011,Banana,an 23,Los Angeles
16,304,1.9694932687678377,6.815212407754735,4011,Banana,an 23,Los Angeles
17,463,1.673504817369394,8.446027166536078,4011,Banana,an 23,Los Angeles
18,219,2.5445578699698674,10.795755660254509,4011,Banana,an 23,Los Angeles
19,168,1.7005395452259109,7.094064232939854,4012,Orange,an 23,Los Angeles
20,298,2.0435705264797437,3.291957836970687,4012,Orange,an 23,Los Angeles
21,197,2.753262264491059,10.531265781074763,4012,Orange,an 23,Los Angeles
22,340,1.260005052795168,9.116677022073418,4012,Orange,an 23,Los Angeles
23,343,2.5222203661222014,18.79448712929152,4012,Orange,an 23,Los Angeles
24,309,1.9841395479859787,18.183557695569473,4030,Kiwi,an 23,Los Angeles
25,500,1.0852112689288334,18.888981451792645,4030,Kiwi,an 23,Los Angeles
26,272,2.463678702141624,21.24898862098344,4030,Kiwi,an 23,Los Angeles
27,478,2.091302204539534,8.020263851527126,4030,Kiwi,an 23,Los Angeles
28,347,2.8758196086972023,18.47671313583851,4030,Kiwi,an 23,Los Angeles
29,496,1.6344164295122028,10.174335825443269,4062,Cucumber,an 23,Los Angeles
30,229,2.908099152799696,18.132236488489436,4062,Cucumber,an 23,Los Angeles
31,301,0.8068197494838387,8.658133955858649,4062,Cucumber,an 23,Los Angeles
32,391,2.018060046550818,4.091521808784456,4062,Cucumber,an 23,Los Angeles
33,228,3.262211204809137,3.5013312097173186,4062,Cucumber,an 23,Los Angeles
34,100,2.4173490314977246,17.317792290775106,4062,Cucumber,an 23,Los Angeles
35,394,3.252986995573156,11.055189696559683,4062,Cucumber,an 23,Los Angeles
36,109,1.7687328152358532,21.66968884151429,4062,Cucumber,an 23,Los Angeles
37,435,1.0560710610123352,19.899854882294314,4062,Cucumber,an 23,Los Angeles
38,358,2.256279793463182,7.345613217633218,4062,Cucumber,an 23,Los Angeles
39,129,1.3952776537742466,19.225891790771858,4062,Cucumber,an 23,Los Angeles
40,273,2.8318435993394817,20.15812073275447,4062,Cucumber,an 23,Los Angeles
41,354,1.6734540914883838,8.429099858598784,4078,Corn,an 23,Los Angeles
42,440,2.901769278815482,6.980026820488274,4078,Corn,an 23,Los Angeles
43,218,2.033084502629936,17.748007426504046,4078,Corn,an 23,Los Angeles
44,205,1.4508208364248276,3.2005361244548114,4078,Corn,an 23,Los Angeles
45,418,2.4149974236031997,20.05965220881626,4078,Corn,an 23,Los Angeles
46,175,1.0720763864926994,9.178453870490195,4078,Corn,an 23,Los Angeles
47,338,1.3395610539708287,21.733900416968392,4078,Corn,an 23,Los Angeles
48,379,1.0025893190293573,15.248800495173784,4081,Eggplant,an 23,Los Angeles
49,458,1.9247391302604229,3.825980433262885,4081,Eggplant,an 23,Los Angeles
50,243,1.5786694533424452,21.507100648013875,4081,Eggplant,an 23,Los Angeles
51,392,2.3332169724279086,2.288237331947312,4081,Eggplant,an 23,Los Angeles
52,256,1.9657641769852492,15.48702633874491,4081,Eggplant,an 23,Los Angeles
53,229,2.9072890971554446,10.517459036828951,4081,Eggplant,an 23,Los Angeles
54,345,0.9005945837823675,12.677803366584705,4081,Eggplant,an 23,Los Angeles
55,464,3.1144981109653602,8.082041142508388,4081,Eggplant,an 23,Los Angeles
56,157,2.847360835480504,16.42217522901483,4131,Apple (Fuji),an 23,Los Angeles
57,218,1.4272588356514462,18.357949448144065,4131,Apple (Fuji),an 23,Los Angeles
58,319,1.4535881322342903,19.95399835538119,4131,Apple (Fuji),an 23,Los Angeles
59,130,0.8189034958020784,18.25838972614147,4131,Apple (Fuji),an 23,Los Angeles
60,280,2.2404019639478068,17.013211642578245,4131,Apple (Fuji),an 23,Los Angeles
61,443,1.1595091301831417,17.515312666306272,4131,Apple (Fuji),an 23,Los Angeles
62,248,1.8702135283499957,11.157074306625875,4131,Apple (Fuji),an 23,Los Angeles
63,198,0.6537033504690044,14.71852808892727,4131,Apple (Fuji),an 23,Los Angeles
64,453,3.2858237028820443,2.3502406996209175,4131,Apple (Fuji),an 23,Los Angeles
65,486,1.4092494351323694,6.009954166132958,4131,Apple (Fuji),an 23,Los Angeles
66,286,0.6525591323850677,19.07928960742429,4131,Apple (Fuji),an 23,Los Angeles
67,296,0.8942391067510471,10.675456080166624,4131,Apple (Fuji),an 23,Los Angeles
68,282,0.7274301838013344,12.001330030849205,4134,Apple (Gala),an 23,Los Angeles
69,407,1.3117934778681957,18.688121977914125,4134,Apple (Gala),an 23,Los Angeles
70,321,2.200294237129856,5.487039906205609,4134,Apple (Gala),an 23,Los Angeles
71,119,1.8123291539493949,10.581248963577673,4134,Apple (Gala),an 23,Los Angeles
72,218,3.069136762071867,9.062780735082924,4134,Apple (Gala),an 23,Los Angeles
73,478,0.9011928225052543,9.246695747040214,4134,Apple (Gala),an 23,Los Angeles
74,183,0.5880451522069052,10.748228839738296,4134,Apple (Gala),an 23,Los Angeles
75,444,0.5758759164134972,7.801268970081583,4134,Apple (Gala),an 23,Los Angeles
76,467,0.7678415801608935,19.56173280635849,4134,Apple (Gala),an 23,Los Angeles
77,238,2.488707525026985,9.563576023001225,4159,Onion,an 23,Los Angeles
78,443,1.0618299422902056,20.351148991147056,4159,Onion,an 23,Los Angeles
79,491,1.1245181153761223,2.9782990708947183,4159,Onion,an 23,Los Angeles
80,345,1.6629837661283091,15.616418272536249,4159,Onion,an 23,Los Angeles
81,206,2.606567784806248,11.101425851508976,4159,Onion,an 23,Los Angeles
82,354,0.7198933048173786,2.693243602616713,4159,Onion,an 23,Los Angeles
83,460,2.365857937152032,6.523656275682152,4159,Onion,an 23,Los Angeles
84,354,0.8396696850657464,6.259132577199489,4159,Onion,an 23,Los Angeles
85,248,1.9312380156014117,16.769975388143212,4159,Onion,an 23,Los Angeles
86,159,2.7117831268813464,7.241907911095769,4225,Avocado,an 23,Los Angeles
87,498,3.1556098873959857,8.366257702140139,4225,Avocado,an 23,Los Angeles
88,456,3.1469529802678156,17.357810668228197,4225,Avocado,an 23,Los Angeles
89,229,1.5690411715884693,5.543448525760323,4225,Avocado,an 23,Los Angeles
90,448,2.9596595066948796,4.414837115304545,4225,Avocado,an 23,Los Angeles
91,109,2.2325959632406014,18.893023937242106,4240,Blueberries,an 23,Los Angeles
92,356,3.0975867236964407,6.4908204017672695,4240,Blueberries,an 23,Los Angeles
93,242,2.2663674151524904,12.088075579330326,4240,Blueberries,an 23,Los Angeles
94,159,3.2465714912512342,3.5452082516159864,4240,Blueberries,an 23,Los Angeles
95,139,2.8143421280081387,7.780216154363007,4240,Blueberries,an 23,Los Angeles
96,275,1.7380032482440584,2.637948005087674,4240,Blueberries,an 23,Los Angeles
97,438,2.0652320758206772,18.75122932731174,4240,Blueberries,an 23,Los Angeles
98,302,1.9895744511857631,15.594368091644721,4240,Blueberries,an 23,Los Angeles
99,162,1.9573088249424475,4.080163741577417,4240,Blueberries,an 23,Los Angeles
100,467,2.3091137303970757,9.992749564768747,4272,Grapes,an 23,Los Angeles
101,359,0.7278715893742629,17.528082836931574,4272,Grapes,an 23,Los Angeles
102,460,1.9586307385587136,2.208932541823015,4272,Grapes,an 23,Los Angeles
103,302,2.44232942200033,16.751392128365115,4272,Grapes,an 23,Los Angeles
104,130,1.2739948792848736,14.238056316552685,4272,Grapes,an 23,Los Angeles
105,261,2.6019690928631465,4.826367791509256,4272,Grapes,an 23,Los Angeles
106,137,0.6446140945889056,3.8800475731957706,4272,Grapes,an 23,Los Angeles
107,117,3.0611936797038655,16.679094526311385,4272,Grapes,an 23,Los Angeles
