,quantity,price_usd,weight_lb,plu_code,product,date,city
0,495.0,1.6469427422387526,13.89747516331263,3302,Apricot,an 23,Denver
1,193.0,2.768309412884992,7.982999091874809,3302,Apricot,an 23,Denver
2,148.0,2.4600684234290386,13.650587535183877,3302,Apricot,an 23,Denver
3,462.0,3.1869540818268436,13.058103820495308,3302,Apricot,an 23,Denver
4,225.0,0.6258294410770759,19.239853068394588,3302,Apricot,an 23,Denver
5,419.0,0.6026072570937686,18.862142045469955,4011,Banana,an 23,Denver
6,303.0,2.580857347941492,18.59914140040055,4011,Banana,an 23,Denver
7,254.0,2.8582846421748402,19.223297505406663,4011,Banana,an 23,Denver
8,419.0,2.3163977092597636,17.457795242918657,4011,Banana,an 23,Denver
9,429.0,2.72763211223064,19.16560862516053,4012,Orange,an 23,Denver
10,497.0,2.299761423969176,16.582019241480157,4012,Orange,an 23,Denver
11,446.0,1.2765331082744524,8.677546019060538,4012,Orange,an 23,Denver
12,336.0,2.4254816341679546,19.604521559132266,4012,Orange,an 23,Denver
13,130.0,2.2709951170952993,12.577788430126384,4012,Orange,an 23,Denver
14,150.0,2.4575357373803857,20.736660715658218,4012,Orange,an 23,Denver
15,316.0,3.2665025410940873,18.042723372206094,4030,Kiwi,an 23,Denver
16,284.0,1.1819706731010229,3.0313407843001188,4030,Kiwi,an 23,Denver
17,460.0,1.6901552932802588,5.436871999129654,4030,Kiwi,an 23,Denver
18,207.0,1.8554178131860681,18.604758691648023,4030,Kiwi,an 23,Denver
19,401.0,0.5740756976418198,12.90450115208514,4030,Kiwi,an 23,Denver
20,307.0,2.870210881123785,7.631858188612387,4030,Kiwi,an 23,Denver
21,426.0,2.2979268014431002,3.1259352277964356,4030,Kiwi,an 23,Denver
22,291.0,2.981128726806492,8.880181246064604,4030,Kiwi,an 23,Denver
23,167.0,1.8925478134886362,10.30823069154285,4030,Kiwi,an 23,Denver
24,143.0,1.572019412892405,3.9915947167668495,4062,Cucumber,an 23,Denver
25,287.0,0.8301278256811202,12.46690189242363,4062,Cucumber,an 23,Denver
26,275.0,2.2576276539592075,5.836544376565144,4062,Cucumber,an 23,Denver
27,297.0,2.6571856082417074,9.29401108166203,4062,Cucumber,an 23,Denver
28,260.0,2.747514181607403,19.37112530656159,4062,Cucumber,an 23,Denver
29,298.0,1.8259465571725741,7.067048307927326,4062,Cucumber,an 23,Denver
